"","eventID","higherGeography","verbatimLocality","site","locality","year","eventDate","minimumDepthinMeters","maximumDepthinMeters","samplingProtocol","samplingEffort","sampleSizeValue","decimalLongitude","decimalLatitude","geodeticDatum","Country","countryCode"
"1","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_chapeirao_2010_4178","BrazilianCoast","chapeirao","abrolhos","chapeirao",2010,2010-03-05,19,19,"underwater visual survey - 20 x 2m",1,40,-38.6625,-17.96277778,"decimal degrees","Brazil","BR"
"2","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_chapeirao_2010_4179","BrazilianCoast","chapeirao","abrolhos","chapeirao",2010,2010-03-05,15,15,"underwater visual survey - 20 x 2m",1,40,-38.6625,-17.96277778,"decimal degrees","Brazil","BR"
"3","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_chapeirao_2010_4180","BrazilianCoast","chapeirao","abrolhos","chapeirao",2010,2010-03-05,10,10,"underwater visual survey - 20 x 2m",1,40,-38.6625,-17.96277778,"decimal degrees","Brazil","BR"
"4","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_chapeirao_2010_4181","BrazilianCoast","chapeirao","abrolhos","chapeirao",2010,2010-03-05,10,10,"underwater visual survey - 20 x 2m",1,40,-38.6625,-17.96277778,"decimal degrees","Brazil","BR"
"5","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_chapeirao_2010_4182","BrazilianCoast","chapeirao","abrolhos","chapeirao",2010,2010-03-05,19,19,"underwater visual survey - 20 x 2m",1,40,-38.6625,-17.96277778,"decimal degrees","Brazil","BR"
"6","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_chapeirao_2010_4183","BrazilianCoast","chapeirao","abrolhos","chapeirao",2010,2010-03-05,15,15,"underwater visual survey - 20 x 2m",1,40,-38.6625,-17.96277778,"decimal degrees","Brazil","BR"
"7","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_chapeirao_2010_4184","BrazilianCoast","chapeirao","abrolhos","chapeirao",2010,2010-03-05,12,12,"underwater visual survey - 20 x 2m",1,40,-38.6625,-17.96277778,"decimal degrees","Brazil","BR"
"8","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_chapeirao_2010_4185","BrazilianCoast","chapeirao","abrolhos","chapeirao",2010,2010-03-05,6,6,"underwater visual survey - 20 x 2m",1,40,-38.6625,-17.96277778,"decimal degrees","Brazil","BR"
"9","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_chapeirao_2010_4189","BrazilianCoast","chapeirao","abrolhos","chapeirao",2010,2010-03-05,17,17,"underwater visual survey - 20 x 2m",1,40,-38.6625,-17.96277778,"decimal degrees","Brazil","BR"
"10","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_chapeirao_2010_4190","BrazilianCoast","chapeirao","abrolhos","chapeirao",2010,2010-03-05,19,19,"underwater visual survey - 20 x 2m",1,40,-38.6625,-17.96277778,"decimal degrees","Brazil","BR"
"11","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_chapeirao_2010_4191","BrazilianCoast","chapeirao","abrolhos","chapeirao",2010,2010-03-05,12,12,"underwater visual survey - 20 x 2m",1,40,-38.6625,-17.96277778,"decimal degrees","Brazil","BR"
"12","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_chapeirao_2010_4192","BrazilianCoast","chapeirao","abrolhos","chapeirao",2010,2010-03-05,15,15,"underwater visual survey - 20 x 2m",1,40,-38.6625,-17.96277778,"decimal degrees","Brazil","BR"
"13","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_chapeirao_2010_4193","BrazilianCoast","chapeirao","abrolhos","chapeirao",2010,2010-03-05,9,9,"underwater visual survey - 20 x 2m",1,40,-38.6625,-17.96277778,"decimal degrees","Brazil","BR"
"14","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_chapeirao_2010_4194","BrazilianCoast","chapeirao","abrolhos","chapeirao",2010,2010-03-05,10,10,"underwater visual survey - 20 x 2m",1,40,-38.6625,-17.96277778,"decimal degrees","Brazil","BR"
"15","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_chapeirao_2010_4195","BrazilianCoast","chapeirao","abrolhos","chapeirao",2010,2010-03-05,6,6,"underwater visual survey - 20 x 2m",1,40,-38.6625,-17.96277778,"decimal degrees","Brazil","BR"
"16","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_chapeirao_2010_4196","BrazilianCoast","chapeirao","abrolhos","chapeirao",2010,2010-03-05,5,5,"underwater visual survey - 20 x 2m",1,40,-38.6625,-17.96277778,"decimal degrees","Brazil","BR"
"17","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_chapeirao_2010_4197","BrazilianCoast","chapeirao","abrolhos","chapeirao",2010,2010-03-05,6,6,"underwater visual survey - 20 x 2m",1,40,-38.6625,-17.96277778,"decimal degrees","Brazil","BR"
"18","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_chapeirao_2010_4198","BrazilianCoast","chapeirao","abrolhos","chapeirao",2010,2010-03-05,6,6,"underwater visual survey - 20 x 2m",1,40,-38.6625,-17.96277778,"decimal degrees","Brazil","BR"
"19","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_chapeirao_2010_4202","BrazilianCoast","chapeirao","abrolhos","chapeirao",2010,2010-03-06,19,19,"underwater visual survey - 20 x 2m",1,40,-38.6625,-17.96277778,"decimal degrees","Brazil","BR"
"20","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_chapeirao_2010_4203","BrazilianCoast","chapeirao","abrolhos","chapeirao",2010,2010-03-06,20,20,"underwater visual survey - 20 x 2m",1,40,-38.6625,-17.96277778,"decimal degrees","Brazil","BR"
"21","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_chapeirao_2010_4204","BrazilianCoast","chapeirao","abrolhos","chapeirao",2010,2010-03-06,20,20,"underwater visual survey - 20 x 2m",1,40,-38.6625,-17.96277778,"decimal degrees","Brazil","BR"
"22","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_chapeirao_2010_4205","BrazilianCoast","chapeirao","abrolhos","chapeirao",2010,2010-03-06,10,10,"underwater visual survey - 20 x 2m",1,40,-38.6625,-17.96277778,"decimal degrees","Brazil","BR"
"23","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_chapeirao_2010_4206","BrazilianCoast","chapeirao","abrolhos","chapeirao",2010,2010-03-06,6,6,"underwater visual survey - 20 x 2m",1,40,-38.6625,-17.96277778,"decimal degrees","Brazil","BR"
"24","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_chapeirao_2010_4207","BrazilianCoast","chapeirao","abrolhos","chapeirao",2010,2010-03-06,6,6,"underwater visual survey - 20 x 2m",1,40,-38.6625,-17.96277778,"decimal degrees","Brazil","BR"
"25","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_chapeirao_2010_4208","BrazilianCoast","chapeirao","abrolhos","chapeirao",2010,2010-03-06,5,5,"underwater visual survey - 20 x 2m",1,40,-38.6625,-17.96277778,"decimal degrees","Brazil","BR"
"26","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_chapeirao_2010_4209","BrazilianCoast","chapeirao","abrolhos","chapeirao",2010,2010-03-05,16,16,"underwater visual survey - 20 x 2m",1,40,-38.6625,-17.96277778,"decimal degrees","Brazil","BR"
"27","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_chapeirao_2010_4210","BrazilianCoast","chapeirao","abrolhos","chapeirao",2010,2010-03-05,16,16,"underwater visual survey - 20 x 2m",1,40,-38.6625,-17.96277778,"decimal degrees","Brazil","BR"
"28","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_chapeirao_2010_4211","BrazilianCoast","chapeirao","abrolhos","chapeirao",2010,2010-03-05,9,9,"underwater visual survey - 20 x 2m",1,40,-38.6625,-17.96277778,"decimal degrees","Brazil","BR"
"29","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_chapeirao_2010_4215","BrazilianCoast","chapeirao","abrolhos","chapeirao",2010,2010-03-05,9,9,"underwater visual survey - 20 x 2m",1,40,-38.6625,-17.96277778,"decimal degrees","Brazil","BR"
"30","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_chapeirao_2010_4216","BrazilianCoast","chapeirao","abrolhos","chapeirao",2010,2010-03-05,6,6,"underwater visual survey - 20 x 2m",1,40,-38.6625,-17.96277778,"decimal degrees","Brazil","BR"
"31","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_chapeirao_2010_4217","BrazilianCoast","chapeirao","abrolhos","chapeirao",2010,2010-03-05,6,6,"underwater visual survey - 20 x 2m",1,40,-38.6625,-17.96277778,"decimal degrees","Brazil","BR"
"32","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_chapeirao_2010_4218","BrazilianCoast","chapeirao","abrolhos","chapeirao",2010,2010-03-05,6,6,"underwater visual survey - 20 x 2m",1,40,-38.6625,-17.96277778,"decimal degrees","Brazil","BR"
"33","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_chapeirao_2010_4219","BrazilianCoast","chapeirao","abrolhos","chapeirao",2010,2010-03-05,6,6,"underwater visual survey - 20 x 2m",1,40,-38.6625,-17.96277778,"decimal degrees","Brazil","BR"
"34","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_chapeirao_2010_4220","BrazilianCoast","chapeirao","abrolhos","chapeirao",2010,2010-03-05,16,16,"underwater visual survey - 20 x 2m",1,40,-38.6625,-17.96277778,"decimal degrees","Brazil","BR"
"35","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_chapeirao_2010_4221","BrazilianCoast","chapeirao","abrolhos","chapeirao",2010,2010-03-05,16,16,"underwater visual survey - 20 x 2m",1,40,-38.6625,-17.96277778,"decimal degrees","Brazil","BR"
"36","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_chapeirao_2010_4222","BrazilianCoast","chapeirao","abrolhos","chapeirao",2010,2010-03-05,9,9,"underwater visual survey - 20 x 2m",1,40,-38.6625,-17.96277778,"decimal degrees","Brazil","BR"
"37","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_chapeirao_2010_4223","BrazilianCoast","chapeirao","abrolhos","chapeirao",2010,2010-03-05,9,9,"underwater visual survey - 20 x 2m",1,40,-38.6625,-17.96277778,"decimal degrees","Brazil","BR"
"38","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_chapeirao_2010_4224","BrazilianCoast","chapeirao","abrolhos","chapeirao",2010,2010-03-06,12,12,"underwater visual survey - 20 x 2m",1,40,-38.6625,-17.96277778,"decimal degrees","Brazil","BR"
"39","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_chapeirao_2010_4228","BrazilianCoast","chapeirao","abrolhos","chapeirao",2010,2010-03-06,12,12,"underwater visual survey - 20 x 2m",1,40,-38.6625,-17.96277778,"decimal degrees","Brazil","BR"
"40","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_chapeirao_2010_4229","BrazilianCoast","chapeirao","abrolhos","chapeirao",2010,2010-03-06,18,18,"underwater visual survey - 20 x 2m",1,40,-38.6625,-17.96277778,"decimal degrees","Brazil","BR"
"41","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_chapeirao_2010_4230","BrazilianCoast","chapeirao","abrolhos","chapeirao",2010,2010-03-06,18,18,"underwater visual survey - 20 x 2m",1,40,-38.6625,-17.96277778,"decimal degrees","Brazil","BR"
"42","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_chapeirao_2010_4231","BrazilianCoast","chapeirao","abrolhos","chapeirao",2010,2010-03-06,6,6,"underwater visual survey - 20 x 2m",1,40,-38.6625,-17.96277778,"decimal degrees","Brazil","BR"
"43","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_chapeirao_2010_4232","BrazilianCoast","chapeirao","abrolhos","chapeirao",2010,2010-03-06,6,6,"underwater visual survey - 20 x 2m",1,40,-38.6625,-17.96277778,"decimal degrees","Brazil","BR"
"44","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_chapeirao_2010_4233","BrazilianCoast","chapeirao","abrolhos","chapeirao",2010,2010-03-06,6,6,"underwater visual survey - 20 x 2m",1,40,-38.6625,-17.96277778,"decimal degrees","Brazil","BR"
"45","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_guarita_2014_5318","BrazilianCoast","guarita","abrolhos","guarita",2014,NA,4,4,"underwater visual survey - 20 x 2m",1,40,-38.693137,-17.961343,"decimal degrees","Brazil","BR"
"46","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_guarita_2014_5319","BrazilianCoast","guarita","abrolhos","guarita",2014,NA,4,4,"underwater visual survey - 20 x 2m",1,40,-38.693137,-17.961343,"decimal degrees","Brazil","BR"
"47","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_guarita_2014_5320","BrazilianCoast","guarita","abrolhos","guarita",2014,NA,2,2,"underwater visual survey - 20 x 2m",1,40,-38.693137,-17.961343,"decimal degrees","Brazil","BR"
"48","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_guarita_2014_5321","BrazilianCoast","guarita","abrolhos","guarita",2014,NA,5,5,"underwater visual survey - 20 x 2m",1,40,-38.693137,-17.961343,"decimal degrees","Brazil","BR"
"49","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_guarita_2014_5322","BrazilianCoast","guarita","abrolhos","guarita",2014,NA,3,3,"underwater visual survey - 20 x 2m",1,40,-38.693137,-17.961343,"decimal degrees","Brazil","BR"
"50","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_guarita_2014_5323","BrazilianCoast","guarita","abrolhos","guarita",2014,NA,2,2,"underwater visual survey - 20 x 2m",1,40,-38.693137,-17.961343,"decimal degrees","Brazil","BR"
"51","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_guarita_2014_5324","BrazilianCoast","guarita","abrolhos","guarita",2014,NA,2,2,"underwater visual survey - 20 x 2m",1,40,-38.693137,-17.961343,"decimal degrees","Brazil","BR"
"52","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_guarita_2014_5325","BrazilianCoast","guarita","abrolhos","guarita",2014,NA,2,2,"underwater visual survey - 20 x 2m",1,40,-38.693137,-17.961343,"decimal degrees","Brazil","BR"
"53","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_mato_verde_2010_4234","BrazilianCoast","mato_verde","abrolhos","mato_verde",2010,2010-03-02,5,5,"underwater visual survey - 20 x 2m",1,40,-38.69527778,-17.96472222,"decimal degrees","Brazil","BR"
"54","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_mato_verde_2010_4235","BrazilianCoast","mato_verde","abrolhos","mato_verde",2010,2010-03-02,5,5,"underwater visual survey - 20 x 2m",1,40,-38.69527778,-17.96472222,"decimal degrees","Brazil","BR"
"55","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_mato_verde_2010_4236","BrazilianCoast","mato_verde","abrolhos","mato_verde",2010,2010-03-02,5,5,"underwater visual survey - 20 x 2m",1,40,-38.69527778,-17.96472222,"decimal degrees","Brazil","BR"
"56","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_mato_verde_2010_4237","BrazilianCoast","mato_verde","abrolhos","mato_verde",2010,2010-03-02,5,5,"underwater visual survey - 20 x 2m",1,40,-38.69527778,-17.96472222,"decimal degrees","Brazil","BR"
"57","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_mato_verde_2010_4241","BrazilianCoast","mato_verde","abrolhos","mato_verde",2010,2010-03-02,5,5,"underwater visual survey - 20 x 2m",1,40,-38.69527778,-17.96472222,"decimal degrees","Brazil","BR"
"58","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_mato_verde_2010_4242","BrazilianCoast","mato_verde","abrolhos","mato_verde",2010,2010-03-02,5,5,"underwater visual survey - 20 x 2m",1,40,-38.69527778,-17.96472222,"decimal degrees","Brazil","BR"
"59","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_mato_verde_2010_4243","BrazilianCoast","mato_verde","abrolhos","mato_verde",2010,2010-03-02,5,5,"underwater visual survey - 20 x 2m",1,40,-38.69527778,-17.96472222,"decimal degrees","Brazil","BR"
"60","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_mato_verde_2010_4244","BrazilianCoast","mato_verde","abrolhos","mato_verde",2010,2010-03-02,7,7,"underwater visual survey - 20 x 2m",1,40,-38.69527778,-17.96472222,"decimal degrees","Brazil","BR"
"61","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_mato_verde_2010_4245","BrazilianCoast","mato_verde","abrolhos","mato_verde",2010,2010-03-02,7,7,"underwater visual survey - 20 x 2m",1,40,-38.69527778,-17.96472222,"decimal degrees","Brazil","BR"
"62","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_mato_verde_2010_4246","BrazilianCoast","mato_verde","abrolhos","mato_verde",2010,2010-03-02,7,7,"underwater visual survey - 20 x 2m",1,40,-38.69527778,-17.96472222,"decimal degrees","Brazil","BR"
"63","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_mato_verde_2010_4247","BrazilianCoast","mato_verde","abrolhos","mato_verde",2010,2010-03-02,7,7,"underwater visual survey - 20 x 2m",1,40,-38.69527778,-17.96472222,"decimal degrees","Brazil","BR"
"64","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_mato_verde_2010_4248","BrazilianCoast","mato_verde","abrolhos","mato_verde",2010,2010-03-02,7,7,"underwater visual survey - 20 x 2m",1,40,-38.69527778,-17.96472222,"decimal degrees","Brazil","BR"
"65","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_mato_verde_2010_4249","BrazilianCoast","mato_verde","abrolhos","mato_verde",2010,2010-03-02,6,6,"underwater visual survey - 20 x 2m",1,40,-38.69527778,-17.96472222,"decimal degrees","Brazil","BR"
"66","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_mato_verde_2010_4250","BrazilianCoast","mato_verde","abrolhos","mato_verde",2010,2010-03-02,7,7,"underwater visual survey - 20 x 2m",1,40,-38.69527778,-17.96472222,"decimal degrees","Brazil","BR"
"67","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_mato_verde_2010_4253","BrazilianCoast","mato_verde","abrolhos","mato_verde",2010,2010-03-02,7,7,"underwater visual survey - 20 x 2m",1,40,-38.69527778,-17.96472222,"decimal degrees","Brazil","BR"
"68","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_mato_verde_2010_4254","BrazilianCoast","mato_verde","abrolhos","mato_verde",2010,2010-03-02,8,8,"underwater visual survey - 20 x 2m",1,40,-38.69527778,-17.96472222,"decimal degrees","Brazil","BR"
"69","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_mato_verde_2010_4255","BrazilianCoast","mato_verde","abrolhos","mato_verde",2010,2010-03-02,7,7,"underwater visual survey - 20 x 2m",1,40,-38.69527778,-17.96472222,"decimal degrees","Brazil","BR"
"70","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_mato_verde_2010_4256","BrazilianCoast","mato_verde","abrolhos","mato_verde",2010,2010-03-02,4,4,"underwater visual survey - 20 x 2m",1,40,-38.69527778,-17.96472222,"decimal degrees","Brazil","BR"
"71","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_mato_verde_2010_4257","BrazilianCoast","mato_verde","abrolhos","mato_verde",2010,2010-03-02,6,6,"underwater visual survey - 20 x 2m",1,40,-38.69527778,-17.96472222,"decimal degrees","Brazil","BR"
"72","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_mato_verde_2010_4258","BrazilianCoast","mato_verde","abrolhos","mato_verde",2010,2010-03-02,7,7,"underwater visual survey - 20 x 2m",1,40,-38.69527778,-17.96472222,"decimal degrees","Brazil","BR"
"73","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_mato_verde_2010_4259","BrazilianCoast","mato_verde","abrolhos","mato_verde",2010,2010-03-02,7,7,"underwater visual survey - 20 x 2m",1,40,-38.69527778,-17.96472222,"decimal degrees","Brazil","BR"
"74","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_mato_verde_2010_4260","BrazilianCoast","mato_verde","abrolhos","mato_verde",2010,2010-03-02,7,7,"underwater visual survey - 20 x 2m",1,40,-38.69527778,-17.96472222,"decimal degrees","Brazil","BR"
"75","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_mato_verde_2010_4261","BrazilianCoast","mato_verde","abrolhos","mato_verde",2010,2010-03-02,3,3,"underwater visual survey - 20 x 2m",1,40,-38.69527778,-17.96472222,"decimal degrees","Brazil","BR"
"76","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_mato_verde_2010_4262","BrazilianCoast","mato_verde","abrolhos","mato_verde",2010,2010-03-02,3,3,"underwater visual survey - 20 x 2m",1,40,-38.69527778,-17.96472222,"decimal degrees","Brazil","BR"
"77","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_mato_verde_2010_4265","BrazilianCoast","mato_verde","abrolhos","mato_verde",2010,2010-03-02,3,3,"underwater visual survey - 20 x 2m",1,40,-38.69527778,-17.96472222,"decimal degrees","Brazil","BR"
"78","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_portinho_norte_2010_4266","BrazilianCoast","portinho_norte","abrolhos","portinho_norte",2010,2010-03-04,5,5,"underwater visual survey - 20 x 2m",1,40,-38.69777778,-17.96138889,"decimal degrees","Brazil","BR"
"79","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_portinho_norte_2010_4267","BrazilianCoast","portinho_norte","abrolhos","portinho_norte",2010,2010-03-04,1.5,1.5,"underwater visual survey - 20 x 2m",1,40,-38.69777778,-17.96138889,"decimal degrees","Brazil","BR"
"80","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_portinho_norte_2010_4268","BrazilianCoast","portinho_norte","abrolhos","portinho_norte",2010,2010-03-04,7,7,"underwater visual survey - 20 x 2m",1,40,-38.69777778,-17.96138889,"decimal degrees","Brazil","BR"
"81","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_portinho_norte_2010_4269","BrazilianCoast","portinho_norte","abrolhos","portinho_norte",2010,2010-03-04,4,4,"underwater visual survey - 20 x 2m",1,40,-38.69777778,-17.96138889,"decimal degrees","Brazil","BR"
"82","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_portinho_norte_2010_4270","BrazilianCoast","portinho_norte","abrolhos","portinho_norte",2010,2010-03-04,4,4,"underwater visual survey - 20 x 2m",1,40,-38.69777778,-17.96138889,"decimal degrees","Brazil","BR"
"83","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_portinho_norte_2010_4271","BrazilianCoast","portinho_norte","abrolhos","portinho_norte",2010,2010-03-04,2,2,"underwater visual survey - 20 x 2m",1,40,-38.69777778,-17.96138889,"decimal degrees","Brazil","BR"
"84","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_portinho_norte_2010_4272","BrazilianCoast","portinho_norte","abrolhos","portinho_norte",2010,2010-03-04,3,3,"underwater visual survey - 20 x 2m",1,40,-38.69777778,-17.96138889,"decimal degrees","Brazil","BR"
"85","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_portinho_norte_2010_4273","BrazilianCoast","portinho_norte","abrolhos","portinho_norte",2010,2010-03-04,4,4,"underwater visual survey - 20 x 2m",1,40,-38.69777778,-17.96138889,"decimal degrees","Brazil","BR"
"86","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_portinho_norte_2010_4274","BrazilianCoast","portinho_norte","abrolhos","portinho_norte",2010,2010-03-04,5,5,"underwater visual survey - 20 x 2m",1,40,-38.69777778,-17.96138889,"decimal degrees","Brazil","BR"
"87","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_portinho_norte_2010_4321","BrazilianCoast","portinho_norte","abrolhos","portinho_norte",2010,2010-03-04,5,5,"underwater visual survey - 20 x 2m",1,40,-38.69777778,-17.96138889,"decimal degrees","Brazil","BR"
"88","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_portinho_norte_2010_4322","BrazilianCoast","portinho_norte","abrolhos","portinho_norte",2010,2010-03-04,5,5,"underwater visual survey - 20 x 2m",1,40,-38.69777778,-17.96138889,"decimal degrees","Brazil","BR"
"89","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_portinho_norte_2010_4323","BrazilianCoast","portinho_norte","abrolhos","portinho_norte",2010,2010-03-04,4,4,"underwater visual survey - 20 x 2m",1,40,-38.69777778,-17.96138889,"decimal degrees","Brazil","BR"
"90","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_portinho_norte_2010_4324","BrazilianCoast","portinho_norte","abrolhos","portinho_norte",2010,2010-03-04,1.5,1.5,"underwater visual survey - 20 x 2m",1,40,-38.69777778,-17.96138889,"decimal degrees","Brazil","BR"
"91","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_portinho_norte_2010_4325","BrazilianCoast","portinho_norte","abrolhos","portinho_norte",2010,2010-03-04,3,3,"underwater visual survey - 20 x 2m",1,40,-38.69777778,-17.96138889,"decimal degrees","Brazil","BR"
"92","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_portinho_norte_2010_4326","BrazilianCoast","portinho_norte","abrolhos","portinho_norte",2010,2010-03-04,6,6,"underwater visual survey - 20 x 2m",1,40,-38.69777778,-17.96138889,"decimal degrees","Brazil","BR"
"93","BR:ReefSYN:SISBIOTA-MAR-UVC:BrazilianCoast:abrolhos_portinho_norte_2010_4327","BrazilianCoast","portinho_norte","abrolhos","portinho_norte",2010,2010-03-04,5,5,"underwater visual survey - 20 x 2m",1,40,-38.69777778,-17.96138889,"decimal degrees","Brazil","BR"
